"Time","Model","Mode","Passed","Total","LoadCommittedMiB","PromptTPS","GenerationTPS","PromptTokens","GenerationTokens","Note","Log"
"2026-06-11T20:28:41","Jackrong-Qwopus3.6-35B-A3B-v1-IQ4_XS","text","","","23256.55","209.221146752117","71.25174471348105","38","168","","C:\Users\Admin\Documents\Developer\local-llm\windows-strix-halo\logs\new-model-Jackrong-Qwopus3.6-35B-A3B-v1-IQ4_XS-text.response.json"
"2026-06-11T20:28:44","Jackrong-Qwopus3.6-35B-A3B-v1-IQ4_XS","vision","1","1","23256.55","395.1693305916905","60.036130835102576","1111","44","The image displays a solid red square on the left, a solid blue circle on the right, and the word ""QWEN"" in bold black uppercase letters centered beneath both shapes, all on a white background.","C:\Users\Admin\Documents\Developer\local-llm\windows-strix-halo\logs\new-model-Jackrong-Qwopus3.6-35B-A3B-v1-IQ4_XS-vision.response.json"
"2026-06-11T20:28:46","Jackrong-Qwopus3.6-35B-A3B-v1-IQ4_XS","tool","1","1","23256.55","460.5115394496807","61.266872157164315","285","29","","C:\Users\Admin\Documents\Developer\local-llm\windows-strix-halo\logs\new-model-Jackrong-Qwopus3.6-35B-A3B-v1-IQ4_XS-tool.response.json"
"2026-06-11T20:29:05","Jackrong-Qwopus3.6-35B-A3B-v1-IQ4_XS","code:lru_cache","6","6","23256.55","564.0337149167057","61.499429105021285","284","1078","","C:\Users\Admin\Documents\Developer\local-llm\windows-strix-halo\logs\new-model-Jackrong-Qwopus3.6-35B-A3B-v1-IQ4_XS-lru_cache.response.json"
"2026-06-11T20:29:30","Jackrong-Qwopus3.6-35B-A3B-v1-IQ4_XS","code:expression_parser","7","7","23256.55","620.1470739332735","61.7052448280177","169","1362","","C:\Users\Admin\Documents\Developer\local-llm\windows-strix-halo\logs\new-model-Jackrong-Qwopus3.6-35B-A3B-v1-IQ4_XS-expression_parser.response.json"
"2026-06-11T20:29:42","Jackrong-Qwopus3.6-35B-A3B-v1-IQ4_XS","code:weighted_grid_dijkstra","4","6","23256.55","588.3931075692353","61.69068044151015","193","645","choose_longer_cheaper: expected '18', got '0' | around_wall: expected '11', got '0'","C:\Users\Admin\Documents\Developer\local-llm\windows-strix-halo\logs\new-model-Jackrong-Qwopus3.6-35B-A3B-v1-IQ4_XS-weighted_grid_dijkstra.response.json"
"2026-06-11T20:30:00","Jackrong-Qwopus3.6-35B-A3B-v1-IQ4_XS","code:topological_scheduler","6","6","23256.55","667.5221095082126","62.61341419457719","193","970","","C:\Users\Admin\Documents\Developer\local-llm\windows-strix-halo\logs\new-model-Jackrong-Qwopus3.6-35B-A3B-v1-IQ4_XS-topological_scheduler.response.json"
"2026-06-11T20:30:37","Jackrong-Qwopus3.6-27B-v2-MTP-IQ4_XS","text","","","28318.65","83.79826669900986","18.251807333921782","38","169","","C:\Users\Admin\Documents\Developer\local-llm\windows-strix-halo\logs\new-model-Jackrong-Qwopus3.6-27B-v2-MTP-IQ4_XS-text.response.json"
"2026-06-11T20:30:42","Jackrong-Qwopus3.6-27B-v2-MTP-IQ4_XS","vision","1","1","28318.65","107.09901148645508","21.237370085445022","311","42","The image shows a red square on the left and a blue circle on the right, both centered horizontally against a white background, with the text ""QWEN"" in bold black letters centered below them.","C:\Users\Admin\Documents\Developer\local-llm\windows-strix-halo\logs\new-model-Jackrong-Qwopus3.6-27B-v2-MTP-IQ4_XS-vision.response.json"
"2026-06-11T20:30:45","Jackrong-Qwopus3.6-27B-v2-MTP-IQ4_XS","tool","1","1","28318.65","137.5598143859571","22.604981300657137","285","27","","C:\Users\Admin\Documents\Developer\local-llm\windows-strix-halo\logs\new-model-Jackrong-Qwopus3.6-27B-v2-MTP-IQ4_XS-tool.response.json"
"2026-06-11T20:31:26","Jackrong-Qwopus3.6-27B-v2-MTP-IQ4_XS","code:lru_cache","4","6","28318.65","152.6972025227298","24.310326067457734","284","910","capacity_one: expected '-1 2 -1 3 -1 c', got '-1 2 2 3 -1 c b' | no_gets: expected 'EMPTY k1 k3', got 'EMPTY k1'","C:\Users\Admin\Documents\Developer\local-llm\windows-strix-halo\logs\new-model-Jackrong-Qwopus3.6-27B-v2-MTP-IQ4_XS-lru_cache.response.json"
"2026-06-11T20:31:51","Jackrong-Qwopus3.6-27B-v2-MTP-IQ4_XS","code:expression_parser","7","7","28318.65","181.11884289708695","25.63851843729957","169","564","","C:\Users\Admin\Documents\Developer\local-llm\windows-strix-halo\logs\new-model-Jackrong-Qwopus3.6-27B-v2-MTP-IQ4_XS-expression_parser.response.json"
"2026-06-11T20:32:22","Jackrong-Qwopus3.6-27B-v2-MTP-IQ4_XS","code:weighted_grid_dijkstra","4","6","28318.65","204.62972092959146","24.659802298532217","193","682","choose_longer_cheaper: expected '18', got '0' | around_wall: expected '11', got '0'","C:\Users\Admin\Documents\Developer\local-llm\windows-strix-halo\logs\new-model-Jackrong-Qwopus3.6-27B-v2-MTP-IQ4_XS-weighted_grid_dijkstra.response.json"
"2026-06-11T20:33:01","Jackrong-Qwopus3.6-27B-v2-MTP-IQ4_XS","code:topological_scheduler","6","6","28318.65","203.9427523183958","25.61414511005549","193","947","","C:\Users\Admin\Documents\Developer\local-llm\windows-strix-halo\logs\new-model-Jackrong-Qwopus3.6-27B-v2-MTP-IQ4_XS-topological_scheduler.response.json"
"2026-06-11T20:33:37","Jackrong-Qwopus3.6-35B-A3B-v1-Q5_K_M","text","","","28932.38","194.34159114620624","66.26263059579297","38","173","","C:\Users\Admin\Documents\Developer\local-llm\windows-strix-halo\logs\new-model-Jackrong-Qwopus3.6-35B-A3B-v1-Q5_K_M-text.response.json"
"2026-06-11T20:33:41","Jackrong-Qwopus3.6-35B-A3B-v1-Q5_K_M","vision","1","1","28932.38","372.76037614239647","57.04235394780625","1111","42","The image displays a solid red square on the left, a solid blue circle on the right, and the word ""QWEN"" in bold black uppercase letters centered below both shapes against a white background.","C:\Users\Admin\Documents\Developer\local-llm\windows-strix-halo\logs\new-model-Jackrong-Qwopus3.6-35B-A3B-v1-Q5_K_M-vision.response.json"
"2026-06-11T20:33:42","Jackrong-Qwopus3.6-35B-A3B-v1-Q5_K_M","tool","1","1","28932.38","436.290823808926","60.83299245880663","285","29","","C:\Users\Admin\Documents\Developer\local-llm\windows-strix-halo\logs\new-model-Jackrong-Qwopus3.6-35B-A3B-v1-Q5_K_M-tool.response.json"
